0,-125000
1,-125000
2,-125000
3,-125000
4,-125000
5,-125000
6,-125000
7,-125000
8,-125000
9,-74480
10,-76230
11,-125000
12,-125000
13,-83760
14,-125000
15,-79260
16,-80020
17,-125000
18,-125000
19,-86760
20,-125000
21,-125000
22,-125000
23,-125000
24,-125000
25,-125000
26,-87250
27,-125000
28,-125000
29,-93500
30,-125000
31,-125000
32,-125000
33,-125000
34,-80010
35,-81480
36,-125000
37,-125000
38,-125000
39,-125000
40,-74500
41,-125000
42,-125000
43,-70260
44,-125000
45,-125000
46,-125000
47,-125000
48,-125000
49,-125000
50,-125000
51,-125000
52,-125000
53,-125000
54,-125000
55,-125000
56,-125000
57,-125000
58,-80470
59,-77770
60,-125000
61,-125000
62,-125000
63,-89220
64,-78740
65,-125000
66,-125000
67,-125000
68,-125000
69,-125000
70,-125000
71,-125000
72,-125000
73,-97240
74,-125000
75,-73010
76,-125000
77,-125000
78,-93260
79,-125000
80,-125000
81,-73750
82,-66770
83,-125000
84,-75540
85,-125000
86,-69510
87,-72760
88,-84490
89,-125000
90,-125000
91,-89740
92,-93740
93,-76230
94,-96500
95,-125000
96,-125000
97,-125000
98,-125000
99,-125000
100,-125000
101,-125000
102,-125000
103,-125000
104,-125000
105,-125000
106,-125000
107,-90740
108,-125000
109,-125000
110,-125000
111,-84500
112,-94240
113,-125000
114,-125000
115,-79740
116,-93010
117,-78260
118,-125000
119,-125000
120,-125000
121,-78760
122,-125000
123,-89240
124,-125000
125,-125000
126,-125000
127,-75500
128,-125000
129,-83750
130,-125000
131,-125000
132,-125000
133,-125000
134,-125000
135,-81260
136,-125000
137,-125000
138,-125000
139,-89520
140,-125000
141,-125000
142,-125000
143,-125000
144,-91230
145,-125000
146,-125000
147,-125000
148,-125000
149,-82240
150,-125000
151,-125000
152,-125000
153,-125000
154,-125000
155,-125000
156,-73000
157,-125000
158,-125000
159,-125000
160,-125000
161,-125000
162,-125000
163,-94000
164,-86980
165,-75960
166,-125000
167,-125000
168,-82490
169,-125000
170,-125000
171,-125000
172,-80250
173,-125000
174,-125000
175,-125000
176,-125000
177,-73510
178,-125000
179,-125000
180,-80240
181,-125000
182,-80740
183,-125000
184,-125000
185,-125000
186,-125000
187,-125000
188,-83250
189,-125000
190,-125000
191,-125000
192,-125000
193,-125000
194,-125000
195,-125000
196,-125000
197,-125000
198,-125000
199,-125000
200,-125000
201,-75040
202,-125000
203,-125000
204,-125000
205,-125000
206,-87240
207,-125000
208,-125000
209,-125000
210,-125000
211,-125000
212,-125000
213,-125000
214,-125000
215,-90760
216,-125000
217,-125000
218,-125000
219,-125000
220,-125000
221,-125000
222,-83240
223,-125000
224,-95020
225,-125000
226,-125000
227,-125000
228,-125000
229,-78250
230,-125000
231,-79250
232,-125000
233,-79750
234,-125000
235,-125000
236,-125000
237,-125000
238,-125000
239,-125000
240,-78470
241,-125000
242,-125000
243,-125000
244,-125000
245,-125000
246,-125000
247,-125000
248,-125000
249,-125000
250,-125000
251,-125000
252,-125000
253,-82750
254,-86240
255,-125000
256,-125000
257,-125000
258,-73000
259,-125000
260,-125000
261,-95500
262,-125000
263,-125000
264,-125000
265,-125000
266,-76010
267,-125000
268,-125000
269,-97990
270,-125000
271,-77500
272,-125000
273,-125000
274,-125000
275,-125000
276,-125000
277,-81980
278,-125000
279,-125000
280,-125000
281,-125000
282,-125000
283,-125000
284,-125000
285,-125000
286,-125000
287,-125000
288,-125000
289,-125000
290,-125000
291,-92480
292,-81500
293,-125000
294,-125000
295,-125000
296,-125000
297,-125000
298,-82500
299,-125000
300,-125000
301,-125000
302,-125000
303,-105520
304,-125000
305,-108000
306,-100280
307,-125000
308,-125000
309,-125000
310,-109750
311,-110280
312,-125000
313,-125000
314,-125000
315,-101710
316,-125000
317,-108980
318,-125000
319,-125000
320,-107270
321,-103240
322,-105240
323,-107760
324,-108020
325,-125000
326,-125000
327,-102510
328,-125000
329,-125000
330,-125000
331,-113000
332,-125000
333,-125000
334,-125000
335,-106780
336,-104500
337,-110260
338,-125000
339,-111980
340,-125000
341,-125000
342,-125000
343,-125000
344,-125000
345,-125000
346,-125000
347,-125000
348,-125000
349,-125000
350,-125000
351,-125000
352,-125000
353,-125000
354,-109520
355,-125000
356,-125000
357,-125000
358,-125000
359,-125000
360,-105760
361,-125000
362,-111760
363,-125000
364,-110520
365,-125000
366,-125000
367,-125000
368,-108510
369,-125000
370,-125000
371,-113760
372,-108280
373,-125000
374,-125000
375,-119260
376,-125000
377,-125000
378,-125000
379,-125000
380,-125000
381,-125000
382,-114240
383,-125000
384,-125000
385,-125000
386,-125000
387,-125000
388,-125000
389,-113240
390,-125000
391,-125000
392,-109240
393,-110220
394,-125000
395,-125000
396,-125000
397,-125000
398,-125000
399,-125000
