0,-150
1,-160
2,-160
3,-150
4,-150
5,-140
6,-150
7,-170
8,-150
9,370
10,-150
11,-150
12,-150
13,-150
14,-140
15,-150
16,-150
17,-150
18,-150
19,-160
20,-150
21,-150
22,-160
23,-150
24,-150
25,-150
26,-150
27,350
28,-150
29,-150
30,-150
31,-160
32,-160
33,360
34,-150
35,-140
36,-160
37,-160
38,-150
39,350
40,-150
41,-150
42,-150
43,-150
44,-140
45,-150
46,-150
47,-150
48,-150
49,-160
50,-150
51,-150
52,-150
53,-140
54,-150
55,-160
56,-150
57,-150
58,-160
59,-150
60,360
61,-160
62,340
63,-150
64,-150
65,-150
66,-150
67,-140
68,-150
69,-150
70,-140
71,-150
72,-150
73,-160
74,-150
75,-150
76,-150
77,-150
78,-160
79,-150
80,-140
81,-150
82,-150
83,-150
84,350
85,-150
86,-150
87,-150
88,-150
89,-160
90,-150
91,-160
92,-150
93,340
94,-150
95,-150
96,-150
97,-140
98,-150
99,-150
100,-150
101,-150
102,-150
103,-160
104,-150
105,340
106,-150
107,-150
108,-150
109,-160
110,-150
111,-150
112,-150
113,-150
114,-150
115,-150
116,-150
117,-150
118,-150
119,-150
120,350
121,-150
122,-160
123,-150
124,-150
125,-140
126,-150
127,-150
128,-150
129,-150
130,-140
131,-150
132,-150
133,-150
134,-150
135,-150
136,-150
137,-150
138,-150
139,-140
140,-150
141,-150
142,-150
143,350
144,-160
145,-150
146,-170
147,-160
148,-160
149,-150
150,-150
151,-150
152,-150
153,-160
154,-150
155,-150
156,-140
157,-160
158,-150
159,-150
160,-180
161,-150
162,-150
163,-150
164,-150
165,-150
166,-150
167,-150
168,-150
169,-150
170,350
171,-150
172,-150
173,360
174,-150
175,-150
176,-150
177,-150
178,-150
179,-150
180,-150
181,-150
182,-150
183,-140
184,-150
185,-150
186,-150
187,-160
188,-140
189,-150
190,-150
191,-150
192,-150
193,-140
194,-140
195,-150
196,-150
197,-160
198,-150
199,-150
200,-150
201,-150
202,-150
203,-150
204,-140
205,1850
206,-140
207,-150
208,-130
209,-150
210,-150
211,-140
212,-150
213,-160
214,-150
215,-160
216,-150
217,-150
218,-150
219,-140
220,-140
221,-150
222,-160
223,-140
224,-130
225,-150
226,-150
227,-150
228,-140
229,-170
230,-150
231,-150
232,-140
233,-150
234,-160
235,-150
236,-150
237,-150
238,-150
239,-150
240,-140
241,-150
242,-150
243,-150
244,-150
245,-150
246,-140
247,-150
248,-150
249,-150
250,-150
251,-150
252,-140
253,-150
254,-140
255,-150
256,-150
257,-150
258,-160
259,-150
260,-130
261,-160
262,-160
263,-150
264,-150
265,-150
266,-150
267,-170
268,-160
269,-150
270,-150
271,-150
272,-160
273,-160
274,350
275,-150
276,-130
277,-140
278,350
279,-150
280,-160
281,-150
282,-150
283,-160
284,350
285,-150
286,-150
287,-150
288,-160
289,-150
290,-150
291,-150
292,-140
293,340
294,-150
295,-150
296,-150
297,-150
298,-160
299,-150
300,-130
301,-150
302,-150
303,-150
304,-150
305,-150
306,-150
307,-160
308,-150
309,-150
310,-150
311,-140
312,-160
313,-150
314,-140
315,-150
316,-150
317,-150
318,-130
319,-150
320,-150
321,-150
322,-150
323,-150
324,-130
325,-150
326,-150
327,-140
328,-150
329,-150
330,-150
331,-170
332,-140
333,-150
334,-150
335,-150
336,-150
337,-150
338,-150
339,350
340,-150
341,-130
342,-150
343,-150
344,-150
345,-150
