0,-11830
1,-12030
2,-8280
3,-16220
4,-9970
5,-10360
6,-12790
7,-8120
8,-11750
9,-11020
10,-8090
11,-9020
12,-9900
13,-15540
14,-8560
15,-10760
16,-8050
17,-6960
18,-13050
19,-9620
20,-11870
21,-8290
22,-10470
23,-7320
24,-7120
25,-7710
26,-12450
27,-11110
28,-8640
29,-10170
30,-17930
31,-10340
32,-12360
33,-8270
34,-6450
35,-11690
36,-10690
37,-8680
38,-8560
39,-8030
40,-11650
41,-6680
42,-13260
43,-11310
44,-18510
45,-9680
46,-6260
47,-12790
48,-7740
49,-15510
50,-13660
51,-10060
52,-10440
53,-13250
54,-13860
55,-10960
56,-10510
57,-12750
58,-12890
59,-10910
60,-13120
61,-12940
62,-4290
63,-7730
64,-8420
65,-10360
66,-9650
67,-8780
68,-10540
69,-15350
70,-6330
71,-14690
72,-10540
73,-12270
74,-10280
75,-11550
76,-9210
77,-11610
78,-8030
79,-11150
80,-11830
81,-7630
82,-12300
83,-10590
84,-8510
85,-9130
86,-14510
87,-8230
88,-6650
89,-10140
90,-9520
91,-10180
92,-10530
93,-10680
94,-6740
95,-12470
96,-10110
97,-12230
98,-8190
99,-12560
100,-9900
101,-13230
102,-8390
103,-10920
104,-16230
105,-6340
106,-12450
107,-11610
108,-10670
109,-15650
110,-8910
111,-7330
112,-11010
113,-12000
114,-12550
115,-11830
116,-11910
117,-8660
118,-9240
119,-12470
120,-8080
121,-11410
122,-11550
123,-12550
124,-12120
125,-9560
126,-9890
127,-9490
128,-15140
129,-10430
130,-12180
131,-11290
132,-6730
133,-13530
134,-14030
135,-13540
136,-24600
137,-9640
138,-16420
139,-10390
140,-10770
141,-8790
142,-9890
143,-10690
144,-8840
145,-12890
146,-10090
147,-9420
148,-8880
149,-11270
150,-14440
151,-13780
152,-10390
153,-16120
154,-14320
155,-11390
156,-14470
157,-13090
158,-6380
159,-7170
160,-7090
161,-12770
162,-7800
163,-12160
164,-9860
165,-8740
166,-9130
167,-13450
168,-11490
169,-12090
170,-13750
171,-15780
172,-11000
173,-5800
174,-11270
175,-9410
176,-15730
177,-16240
178,-19450
179,-13900
180,-8990
181,-20850
182,-20640
183,-7240
184,-16600
185,-12260
186,-23890
187,-17190
188,-11630
189,-14460
190,-14350
191,-11080
192,-15840
193,-13330
194,-9680
195,-10050
196,-17850
197,-14840
198,-19750
199,-10410
200,-10010
201,-10340
202,-12570
203,-11650
204,-10330
205,-15960
206,-8170
207,-22800
208,-7720
209,-18030
210,-3680
211,-16160
212,-24150
213,-13810
214,-9770
215,-16250
216,-11900
217,-6470
218,-16130
219,-19880
220,-18550
221,-11340
222,-10650
223,-7830
224,-18210
225,-9380
226,-5500
227,-13990
228,-9930
229,-13930
230,-11010
231,-10370
232,-10470
233,-12170
234,-25650
235,-6410
236,-13410
237,-6480
238,-5720
239,-6150
240,-23000
241,-17400
242,-7130
243,-15930
244,-8860
245,-6690
246,-16770
247,-13190
248,-7340
249,-12890
250,-19370
251,-12820
252,-16920
253,-17690
254,-14200
255,-12460
256,-10370
257,-13270
258,-11230
259,-15590
260,-12990
261,-11950
262,-11550
263,-11340
264,-15610
265,-11260
266,-7420
267,-17470
268,-8600
269,-12000
270,-14700
271,-11700
272,-17410
273,-16970
274,-12580
275,-16350
276,-12580
277,-17590
278,-11610
279,-10480
280,-7390
281,-18450
282,-14990
283,-17800
284,-9930
285,-19130
286,-23570
287,-7080
288,-14340
289,-6650
290,-8910
291,-14270
292,-13750
293,-19460
294,-18050
295,-15190
296,-22810
297,-12710
298,-11890
299,-4890
300,-8410
301,-8450
302,-15870
303,-21760
304,-8290
305,-10790
306,-10060
307,-6760
308,-10260
309,-14160
310,-21030
311,-8550
312,-25150
313,-17620
314,-9550
315,-19090
316,-6850
317,-14150
318,-9120
319,-13460
320,-10430
321,-15960
322,-17730
323,-16390
324,-16590
325,-23170
326,-12590
327,-27400
328,-11970
329,-17170
330,-10800
331,-6340
332,-16530
333,-7950
334,-25200
335,-24050
336,-17360
337,-17970
338,-17730
339,-14560
340,-24650
341,-22100
342,-17850
343,-22850
344,-25920
345,-26750
346,-19850
347,-27820
348,-7830
349,-12950
350,-14430
351,-8570
352,-21730
353,-15930
354,-15700
355,-21110
356,-30870
357,-17280
358,-29130
359,-26190
360,-11310
361,-10330
362,-8150
363,-13390
364,-5450
365,-18640
366,-5210
367,-13650
368,-6050
369,-8380
370,-12390
371,-9720
372,-18080
373,-12750
374,-33460
375,-12310
376,-18350
377,-20490
378,-17390
379,-18010
380,-14420
381,-17990
382,-9560
383,-18630
384,-5350
385,-21150
386,-11510
387,-10350
