0,350
1,-160
2,-160
3,-150
4,-150
5,-150
6,-150
7,-150
8,-150
9,-130
10,-150
11,-150
12,-150
13,-150
14,-150
15,-150
16,-150
17,-150
18,-140
19,-160
20,-150
21,-150
22,-150
23,-150
24,-150
25,-150
26,-150
27,-160
28,-150
29,-150
30,-150
31,-150
32,-150
33,360
34,330
35,-140
36,-150
37,-150
38,-150
39,-140
40,-150
41,-140
42,-150
43,340
44,-150
45,-160
46,-150
47,-150
48,-150
49,-140
50,-150
51,-150
52,-150
53,-140
54,-150
55,-150
56,-160
57,360
58,-150
59,-150
60,-150
61,-140
62,-150
63,-150
64,-150
65,-150
66,-160
67,-160
68,-150
69,-150
70,360
71,-150
72,-150
73,-140
74,-150
75,360
76,350
77,-150
78,-140
79,-150
80,860
81,-150
82,-150
83,-150
84,-150
85,-140
86,-150
87,-160
88,-150
89,-150
90,-150
91,-140
92,-150
93,-150
94,-150
95,370
96,-140
97,-150
98,-150
99,-150
100,-160
101,-150
102,-140
103,-150
104,-150
105,-150
106,-150
107,-150
108,-150
109,-150
110,-150
111,-150
112,340
113,-150
114,-150
115,-150
116,370
117,-150
118,-140
119,-140
120,-150
121,-140
122,-160
123,-150
124,-150
125,-160
126,-150
127,-150
128,-170
129,-150
130,-150
131,-150
132,350
133,340
134,-150
135,350
136,-160
137,-150
138,-150
139,-140
140,-150
141,-150
142,-150
143,340
144,-150
145,-150
146,-150
147,-150
148,-150
149,-150
150,-150
151,-160
152,-150
153,-130
154,-150
155,350
156,-150
157,-150
158,350
159,-150
160,350
161,-160
162,-160
163,-150
164,-150
165,-150
166,-150
167,-150
168,-160
169,-150
170,-150
171,-150
172,-150
173,-140
174,-150
175,-150
176,-150
177,-150
178,-150
179,-140
180,350
181,-150
182,-150
183,-150
184,-150
185,-140
186,-130
187,-130
188,-160
189,340
190,-150
191,-150
192,-150
193,-150
194,-150
195,-140
196,-150
197,-150
198,-170
199,-150
200,340
201,-160
202,-150
203,-150
204,-150
205,350
206,-160
207,-160
208,-150
209,380
210,-150
211,-150
212,-150
213,-140
214,-160
215,-140
216,-160
217,-150
218,-150
219,-150
220,-140
221,-150
222,-160
223,-150
224,-150
225,360
226,-160
227,-150
228,-150
229,-150
230,-150
231,370
232,-140
233,-150
234,-150
235,-120
236,-150
237,-150
238,-150
239,-150
240,-150
241,-150
242,-150
243,-150
244,-150
245,-160
246,-150
247,-150
248,-160
249,-150
250,-140
251,350
252,-140
253,-140
254,-150
255,-150
256,-140
257,-140
258,340
259,-140
260,-150
261,-150
262,-140
263,-140
264,-160
265,-150
266,-160
267,-150
268,-140
269,-150
270,-150
271,-150
272,-150
273,-150
274,-160
275,-150
276,-160
277,-140
278,-150
279,-180
280,-150
281,-150
282,-150
283,-150
284,-150
285,-150
286,-150
287,-140
288,-160
289,-140
290,-150
291,-150
292,-140
293,-160
294,-150
295,-150
296,-150
297,-150
298,-150
299,-150
300,-150
301,350
302,-150
303,-150
304,-150
305,-150
306,-150
307,-150
308,-150
309,-150
310,-140
311,-150
312,-150
313,-150
314,350
315,-150
316,-150
317,-150
318,-140
319,-150
320,-150
321,-150
322,-150
323,-150
324,-160
325,-150
326,-150
327,-160
328,-150
329,-140
330,-140
331,-150
332,-140
333,-150
334,-130
335,-150
336,-150
337,-150
338,-130
339,-160
340,-150
341,-130
342,-150
343,-130
344,-150
345,-150
346,-150
347,-150
348,-140
349,-150
350,-150
351,-150
352,-150
353,-130
354,-150
355,340
356,350
357,-150
358,-150
359,-150
360,340
361,-150
362,-150
363,330
364,-130
365,-150
366,-140
367,-150
368,-150
369,-150
370,-150
371,-150
372,-150
373,-150
374,-150
375,-150
376,-150
377,-150
378,-150
379,-140
380,-150
381,-150
382,-160
383,-150
384,-150
385,-150
386,-130
387,-150
388,-160
389,-140
390,-160
391,-150
392,-150
393,-140
394,-140
395,-150
396,-150
397,-160
398,-150
399,-150
400,-150
401,-150
402,-150
403,-160
404,-140
405,350
406,-130
407,-150
408,-150
409,-150
410,-150
411,-150
412,-130
413,350
414,-150
415,-150
416,-150
417,-150
418,-150
419,-140
420,-140
421,-150
422,-160
423,-130
424,-150
425,-150
426,-150
427,-150
428,-150
429,-140
430,-150
431,-140
432,-150
433,350
434,-150
435,-150
436,-150
437,-150
438,-130
439,360
440,-150
441,-150
442,-150
443,-150
444,-150
445,-150
446,-160
447,340
448,-160
449,-140
450,-150
451,-150
452,-150
453,-150
454,-150
455,-120
456,-150
457,-150
458,-150
459,-150
460,-150
461,-150
462,340
463,-150
464,-150
465,-150
466,-150
467,-150
468,-150
469,-150
470,-160
471,-150
472,-150
473,-140
474,-160
475,-150
476,-130
477,350
478,-140
479,-150
480,-120
481,-150
482,-150
483,-160
484,-150
485,-150
486,-150
487,-140
488,-150
489,-150
490,-150
491,-130
492,-150
493,-150
494,-140
495,-150
496,-150
497,-150
498,-140
499,-150
500,-140
501,-130
502,-150
503,-150
504,-150
505,-160
506,-150
507,-150
